               epoch;      train/box_loss;      train/obj_loss;      train/cls_loss;   metrics/precision;      metrics/recall;     metrics/mAP_0.5;metrics/mAP_0.5:0.95;        val/box_loss;        val/obj_loss;        val/cls_loss;               x/lr0;               x/lr1;               x/lr2;;;
724;            0.018597;            0.010499;           0.0010831;             0.98569;             0.83147;             0.86232;              0.7315;            0.020514;            0.028074;           0.0025846;           0.0099994;           0.0099994;           0.0099994;;;
725;            0.019024;            0.010284;           0.0014897;             0.98321;              0.8267;             0.85832;             0.72108;            0.019557;            0.029917;           0.0025962;           0.0099994;           0.0099994;           0.0099994;;;
726;            0.017657;           0.0099929;           0.0010974;             0.98901;             0.82974;             0.85882;             0.74564;            0.017979;             0.02743;           0.0027987;           0.0099994;           0.0099994;           0.0099994;;;
727;            0.017639;           0.0093685;            0.001148;             0.99393;             0.81363;             0.84968;             0.71496;            0.020026;            0.031125;           0.0033448;           0.0099994;           0.0099994;           0.0099994;;;
728;            0.018284;           0.0098241;           0.0010148;             0.98358;             0.81724;             0.84706;             0.71369;            0.019537;            0.030476;           0.0032078;           0.0099994;           0.0099994;           0.0099994;;;
729;            0.018373;           0.0095694;          0.00082605;             0.97239;             0.82672;             0.85635;             0.73291;            0.018873;             0.02892;           0.0028068;           0.0099994;           0.0099994;           0.0099994;;;
730;            0.018429;            0.010642;          0.00093015;             0.95128;             0.83023;             0.86472;              0.7304;            0.019737;            0.027661;           0.0024532;           0.0099994;           0.0099994;           0.0099994;;;
731;             0.01892;             0.01116;           0.0014091;             0.97574;             0.84118;             0.87947;             0.76006;             0.01786;            0.024705;           0.0023101;           0.0099994;           0.0099994;           0.0099994;;;
732;            0.017551;            0.010783;            0.001259;             0.98421;             0.85128;             0.88543;              0.7691;            0.018034;            0.024615;           0.0023063;           0.0099994;           0.0099994;           0.0099994;;;
733;            0.018036;             0.01016;           0.0012791;             0.98655;             0.83775;             0.87203;             0.74504;             0.01903;            0.025027;           0.0024305;           0.0099994;           0.0099994;           0.0099994;;;
734;            0.017847;            0.010252;           0.0019025;             0.98632;             0.83382;             0.86863;             0.74481;            0.018548;            0.025969;           0.0025278;           0.0099993;           0.0099993;           0.0099993;;;
735;            0.018757;            0.010237;           0.0016191;             0.98525;             0.83906;             0.87491;             0.73302;            0.018835;            0.024921;           0.0028002;           0.0099993;           0.0099993;           0.0099993;;;
736;            0.018731;           0.0098851;           0.0011458;             0.97342;             0.88767;             0.92285;             0.77402;             0.01797;            0.019887;           0.0023943;           0.0099993;           0.0099993;           0.0099993;;;
737;            0.017605;            0.010424;          0.00099483;             0.97999;              0.8873;             0.92442;             0.78615;            0.016264;            0.019583;           0.0020765;           0.0099993;           0.0099993;           0.0099993;;;
738;            0.018055;            0.010248;          0.00096381;             0.98033;             0.88394;             0.91892;             0.78412;            0.015976;            0.018962;           0.0019668;           0.0099993;           0.0099993;           0.0099993;;;
739;            0.017723;           0.0090285;           0.0011725;             0.97237;             0.85772;             0.90657;             0.77079;            0.016125;             0.02174;           0.0025259;           0.0099993;           0.0099993;           0.0099993;;;
740;            0.018871;            0.010078;           0.0013839;             0.97192;             0.83153;             0.88378;              0.7542;             0.01758;            0.023619;           0.0025667;           0.0099993;           0.0099993;           0.0099993;;;
741;            0.018366;            0.010157;           0.0012247;             0.97785;             0.82223;             0.87193;             0.75422;            0.017474;            0.025036;           0.0027047;           0.0099993;           0.0099993;           0.0099993;;;
742;            0.017782;            0.010466;           0.0011067;             0.96705;             0.84962;             0.90314;             0.75712;            0.018145;            0.023098;           0.0023802;           0.0099993;           0.0099993;           0.0099993;;;
743;            0.017849;           0.0099651;           0.0012338;             0.99331;             0.82014;             0.86439;             0.75711;            0.018059;            0.027975;           0.0023394;           0.0099993;           0.0099993;           0.0099993;;;
744;            0.018324;           0.0098459;          0.00092562;             0.99128;             0.83703;             0.88414;             0.74547;            0.018736;            0.022513;           0.0019185;           0.0099993;           0.0099993;           0.0099993;;;
745;            0.017292;            0.010804;           0.0014377;             0.98742;             0.84485;             0.89217;             0.77654;            0.017237;            0.022158;           0.0021611;           0.0099993;           0.0099993;           0.0099993;;;
746;            0.016709;           0.0099276;           0.0012288;             0.99029;             0.82763;             0.86734;             0.74501;            0.018351;            0.024426;           0.0027693;           0.0099993;           0.0099993;           0.0099993;;;
747;            0.017494;           0.0098816;           0.0013995;             0.98764;             0.82954;             0.86409;             0.73948;            0.018394;            0.025733;           0.0028835;           0.0099993;           0.0099993;           0.0099993;;;
748;            0.018013;            0.010398;           0.0010483;              0.9898;             0.82215;             0.87776;             0.74366;            0.019584;            0.025978;           0.0028036;           0.0099993;           0.0099993;           0.0099993;;;
749;            0.018143;             0.01063;           0.0014641;             0.96975;             0.83768;             0.88543;             0.76989;            0.017151;            0.024796;           0.0026723;           0.0099993;           0.0099993;           0.0099993;;;
750;            0.017425;           0.0095816;           0.0012326;             0.98725;             0.82601;             0.86938;             0.76085;            0.017552;            0.024821;           0.0027283;           0.0099993;           0.0099993;           0.0099993;;;
751;            0.017098;            0.010385;           0.0013866;             0.97885;             0.82492;             0.85778;              0.7522;            0.018093;            0.026328;           0.0030364;           0.0099993;           0.0099993;           0.0099993;;;
752;            0.017063;           0.0094035;           0.0011112;             0.98969;             0.82532;             0.86699;             0.74832;            0.018506;            0.025306;           0.0025597;           0.0099993;           0.0099993;           0.0099993;;;
753;            0.018178;            0.010357;           0.0013652;             0.98075;             0.84055;             0.87403;             0.74636;            0.017737;             0.02467;           0.0022719;           0.0099993;           0.0099993;           0.0099993;;;
754;            0.018632;            0.010433;           0.0013349;             0.97476;             0.82728;             0.86556;             0.74921;            0.018317;            0.025662;           0.0025782;           0.0099992;           0.0099992;           0.0099992;;;
755;            0.017678;           0.0098663;           0.0013564;             0.97993;             0.82946;               0.874;             0.75356;            0.016969;            0.024165;           0.0021832;           0.0099992;           0.0099992;           0.0099992;;;
756;            0.017025;           0.0093909;           0.0010869;             0.97069;              0.8478;             0.88726;             0.77865;            0.015998;            0.022706;           0.0017978;           0.0099992;           0.0099992;           0.0099992;;;
757;            0.017334;            0.010374;           0.0014043;             0.95416;             0.89312;              0.9262;             0.79658;            0.016285;            0.017983;           0.0014902;           0.0099992;           0.0099992;           0.0099992;;;
758;            0.019497;            0.010468;           0.0013411;             0.95686;             0.90302;             0.93738;             0.79562;            0.016494;            0.016281;           0.0015032;           0.0099992;           0.0099992;           0.0099992;;;
759;            0.018557;            0.010673;           0.0016634;             0.98044;             0.87732;             0.93241;             0.77108;            0.018126;            0.016416;           0.0016117;           0.0099992;           0.0099992;           0.0099992;;;
760;            0.020517;            0.011804;           0.0019298;             0.97447;             0.86765;             0.93473;             0.74019;            0.019415;            0.016563;           0.0025602;           0.0099992;           0.0099992;           0.0099992;;;
761;            0.020517;            0.011804;           0.0019298;             0.97447;             0.86765;             0.93473;             0.74019;            0.019415;            0.016563;           0.0025602;           0.0099992;           0.0099992;           0.0099992;;;
762;            0.017871;            0.010337;            0.001867;             0.96386;             0.87027;             0.91454;             0.73962;            0.019559;            0.019735;             0.00208;           0.0099992;           0.0099992;           0.0099992;;;
763;            0.017996;            0.010781;           0.0012079;             0.97598;             0.86153;             0.91173;             0.76919;             0.01788;            0.019623;           0.0018745;           0.0099992;           0.0099992;           0.0099992;;;
764;            0.017777;            0.010622;           0.0012635;             0.97793;             0.84623;             0.90164;             0.77511;            0.017267;            0.021712;           0.0020125;           0.0099992;           0.0099992;           0.0099992;;;
765;            0.018067;            0.010474;            0.001241;             0.98308;             0.82569;             0.88145;             0.74618;            0.017949;            0.023881;           0.0025163;           0.0099992;           0.0099992;           0.0099992;;;
766;            0.017941;            0.010158;          0.00099139;             0.97823;             0.84289;             0.88437;             0.74518;            0.018549;            0.023127;           0.0023401;           0.0099992;           0.0099992;           0.0099992;;;
767;            0.018243;           0.0094794;            0.001077;              0.9785;             0.83586;             0.87918;             0.73437;            0.018406;             0.02302;           0.0024258;           0.0099992;           0.0099992;           0.0099992;;;
768;            0.017308;            0.010052;           0.0010336;             0.98218;             0.84179;             0.88581;              0.7397;            0.017709;            0.023361;           0.0023564;           0.0099992;           0.0099992;           0.0099992;;;
769;            0.018857;             0.01045;           0.0010945;             0.97217;             0.84314;             0.87434;             0.72588;            0.019495;            0.024724;           0.0025697;           0.0099992;           0.0099992;           0.0099992;;;
770;            0.019799;            0.011344;           0.0011125;             0.97262;             0.85039;             0.89121;             0.75548;            0.018218;             0.02291;           0.0027115;           0.0099992;           0.0099992;           0.0099992;;;
771;            0.019422;            0.010717;           0.0010295;             0.96229;             0.85488;             0.88329;             0.75294;            0.017936;            0.024079;           0.0030483;           0.0099992;           0.0099992;           0.0099992;;;
772;            0.017922;            0.010344;           0.0011044;             0.99042;             0.82742;             0.87019;             0.75376;            0.017595;            0.024849;           0.0031869;           0.0099992;           0.0099992;           0.0099992;;;
773;            0.016054;           0.0091079;           0.0010253;             0.99107;             0.82226;             0.85462;             0.75071;            0.017518;            0.026021;           0.0034415;           0.0099991;           0.0099991;           0.0099991;;;
774;            0.017642;           0.0099772;           0.0011038;             0.98639;             0.81787;              0.8523;             0.73183;            0.018832;            0.027194;           0.0037469;           0.0099991;           0.0099991;           0.0099991;;;
775;            0.018189;           0.0098508;           0.0016437;              0.9848;             0.82131;             0.87129;              0.7589;            0.017337;            0.024282;           0.0030367;           0.0099991;           0.0099991;           0.0099991;;;
776;            0.016971;           0.0093466;           0.0013865;             0.97253;             0.86147;             0.89963;             0.77465;            0.017021;            0.020914;            0.002186;           0.0099991;           0.0099991;           0.0099991;;;
777;            0.017952;            0.010364;           0.0014006;             0.97608;             0.84699;             0.89317;             0.75045;            0.018104;            0.023725;           0.0020297;           0.0099991;           0.0099991;           0.0099991;;;
778;            0.019341;            0.010972;           0.0012107;             0.95994;             0.87666;             0.90823;             0.78073;            0.017049;            0.023603;           0.0023896;           0.0099991;           0.0099991;           0.0099991;;;
779;            0.018734;            0.010956;            0.001276;             0.97485;             0.87313;             0.92169;             0.78946;            0.016148;            0.020025;           0.0023666;           0.0099991;           0.0099991;           0.0099991;;;
780;            0.017515;             0.01039;           0.0015233;             0.98556;             0.83757;             0.89314;             0.77278;            0.015938;            0.023353;           0.0019263;           0.0099991;           0.0099991;           0.0099991;;;
781;            0.018144;            0.010198;           0.0011944;             0.98829;             0.82508;             0.86859;             0.75124;            0.017058;            0.026122;           0.0019715;           0.0099991;           0.0099991;           0.0099991;;;
782;            0.017871;           0.0095461;           0.0011755;             0.97433;             0.82961;             0.87178;             0.74428;            0.018998;            0.025111;           0.0028349;           0.0099991;           0.0099991;           0.0099991;;;
783;            0.017671;           0.0096471;            0.001454;             0.98627;             0.82878;             0.87236;             0.75705;            0.016868;            0.025129;           0.0023503;           0.0099991;           0.0099991;           0.0099991;;;
784;            0.017407;            0.010209;            0.001255;             0.97897;             0.84321;             0.88982;             0.76529;            0.017067;            0.023775;           0.0021244;           0.0099991;           0.0099991;           0.0099991;;;
785;            0.018125;            0.010868;           0.0014891;              0.9821;             0.84095;             0.88517;              0.7647;            0.016802;            0.024252;           0.0019274;           0.0099991;           0.0099991;           0.0099991;;;
786;             0.01782;            0.010233;           0.0011144;             0.98255;             0.84816;             0.90769;             0.78084;            0.016615;            0.021648;           0.0020342;           0.0099991;           0.0099991;           0.0099991;;;
787;            0.016836;           0.0093323;           0.0010844;             0.98389;             0.85106;             0.90351;             0.79016;            0.015304;            0.021396;           0.0020148;           0.0099991;           0.0099991;           0.0099991;;;
788;            0.018083;            0.010236;           0.0014233;             0.98619;             0.82991;              0.8819;              0.7754;             0.01636;            0.023866;           0.0023294;           0.0099991;           0.0099991;           0.0099991;;;
789;            0.017446;           0.0098453;           0.0011575;             0.96586;             0.83498;              0.8838;              0.7794;            0.015701;            0.022933;           0.0021227;           0.0099991;           0.0099991;           0.0099991;;;
790;            0.016264;            0.010182;          0.00084154;              0.9909;              0.8372;             0.89104;             0.77065;             0.01642;            0.020905;           0.0022435;           0.0099991;           0.0099991;           0.0099991;;;
791;            0.017969;            0.010473;           0.0010446;             0.99203;             0.82723;             0.86713;             0.75782;            0.017012;            0.024343;           0.0027212;            0.009999;            0.009999;            0.009999;;;
792;            0.017798;            0.010461;           0.0010154;             0.98296;              0.8309;             0.86701;              0.7575;            0.017522;            0.024333;           0.0026533;            0.009999;            0.009999;            0.009999;;;
793;            0.017693;           0.0098356;           0.0012762;             0.98632;             0.82675;             0.88128;             0.75463;             0.01743;            0.022279;            0.002034;            0.009999;            0.009999;            0.009999;;;
794;            0.016738;           0.0098913;          0.00091059;             0.98029;             0.84763;             0.89731;             0.77134;            0.016216;            0.023123;           0.0016927;            0.009999;            0.009999;            0.009999;;;
795;            0.016559;           0.0091682;            0.001143;             0.98386;             0.83869;             0.88375;             0.75212;            0.018117;            0.024091;           0.0020013;            0.009999;            0.009999;            0.009999;;;
796;            0.018005;            0.010572;            0.001565;              0.9829;             0.83032;             0.86165;             0.73538;            0.018034;            0.026028;           0.0024476;            0.009999;            0.009999;            0.009999;;;
797;            0.017303;           0.0095546;           0.0012174;             0.98021;             0.82784;             0.85534;             0.74019;            0.018416;            0.027668;           0.0032093;            0.009999;            0.009999;            0.009999;;;
798;            0.017227;            0.010501;           0.0012965;             0.97867;               0.831;             0.86452;             0.74808;            0.018083;            0.027522;           0.0029375;            0.009999;            0.009999;            0.009999;;;
799;            0.017161;            0.009943;           0.0011994;             0.98089;             0.82647;             0.85862;             0.75333;            0.017242;            0.028963;           0.0029299;            0.009999;            0.009999;            0.009999;;;
800;            0.016806;            0.010522;           0.0012077;             0.99209;             0.82061;              0.8624;              0.7481;            0.018056;             0.02869;           0.0029431;            0.009999;            0.009999;            0.009999;;;
801;            0.018458;            0.010066;           0.0010035;             0.98792;             0.83048;             0.88483;             0.76662;            0.016787;            0.025628;           0.0028493;            0.009999;            0.009999;            0.009999;;;
802;            0.017132;            0.010401;           0.0011691;             0.98544;             0.83371;             0.88356;              0.7638;            0.016771;            0.026208;           0.0026511;            0.009999;            0.009999;            0.009999;;;
803;            0.018537;            0.010473;           0.0011713;             0.98774;             0.81682;             0.85536;             0.74654;            0.017797;            0.028515;           0.0030019;            0.009999;            0.009999;            0.009999;;;
804;            0.018445;            0.010255;           0.0011213;             0.97746;             0.82281;             0.85616;             0.73534;             0.01848;            0.029648;           0.0031427;            0.009999;            0.009999;            0.009999;;;
805;            0.018899;           0.0099268;           0.0013059;             0.98237;             0.82203;             0.85757;             0.75526;             0.01732;            0.027577;           0.0027877;            0.009999;            0.009999;            0.009999;;;
806;            0.016524;           0.0090353;          0.00084997;             0.98659;             0.82703;             0.86738;             0.75557;            0.017013;             0.02606;           0.0025608;            0.009999;            0.009999;            0.009999;;;
807;            0.016787;           0.0095903;           0.0011175;             0.98326;             0.83301;             0.87673;              0.7661;            0.016487;            0.025223;           0.0025653;           0.0099989;           0.0099989;           0.0099989;;;
808;            0.016822;             0.00946;           0.0010102;             0.98525;             0.84412;             0.89325;             0.76203;             0.01612;            0.023027;           0.0023997;           0.0099989;           0.0099989;           0.0099989;;;
809;            0.017973;           0.0099844;           0.0010932;             0.95895;             0.85893;             0.88694;             0.77181;            0.016677;            0.023532;           0.0025414;           0.0099989;           0.0099989;           0.0099989;;;
810;            0.019003;            0.010067;           0.0011694;             0.99115;              0.8343;             0.87551;             0.76118;            0.017667;            0.025597;           0.0029864;           0.0099989;           0.0099989;           0.0099989;;;
811;            0.017169;           0.0098124;           0.0013886;             0.98445;             0.82952;             0.86294;               0.754;            0.017445;            0.027717;           0.0031575;           0.0099989;           0.0099989;           0.0099989;;;
812;            0.017619;            0.010189;            0.001027;              0.9916;             0.82632;             0.86439;             0.75862;            0.017742;            0.026386;           0.0028154;           0.0099989;           0.0099989;           0.0099989;;;
813;            0.016559;           0.0094201;           0.0010747;             0.98943;             0.82462;             0.86082;             0.74504;            0.017872;            0.026431;           0.0024813;           0.0099989;           0.0099989;           0.0099989;;;
814;            0.016337;            0.009996;          0.00092669;               0.986;             0.82484;             0.86157;             0.76452;            0.017056;            0.026344;            0.002526;           0.0099989;           0.0099989;           0.0099989;;;
815;            0.016553;           0.0090453;          0.00085911;             0.97452;             0.84481;             0.87834;             0.78035;            0.016614;            0.024683;           0.0023099;           0.0099989;           0.0099989;           0.0099989;;;
816;            0.017374;            0.010095;            0.001125;             0.95491;             0.85448;             0.88113;             0.78396;            0.016462;            0.024857;           0.0023703;           0.0099989;           0.0099989;           0.0099989;;;
817;            0.017686;            0.010019;           0.0013745;             0.98509;             0.82772;             0.86805;             0.77325;            0.016305;            0.025281;           0.0023173;           0.0099989;           0.0099989;           0.0099989;;;
818;            0.017013;            0.010151;           0.0012109;             0.99203;             0.82557;             0.87576;             0.77449;             0.01573;            0.023756;           0.0020895;           0.0099989;           0.0099989;           0.0099989;;;
819;            0.017038;           0.0095335;           0.0011199;             0.98924;             0.82535;             0.87179;              0.7739;            0.015873;            0.024711;           0.0022809;           0.0099989;           0.0099989;           0.0099989;;;
820;            0.016836;           0.0093241;           0.0012848;             0.98266;             0.82698;             0.86425;             0.77213;            0.016024;            0.025524;           0.0027927;           0.0099989;           0.0099989;           0.0099989;;;
821;            0.016675;           0.0091092;           0.0010865;             0.98689;             0.82661;             0.86465;             0.75924;            0.016972;            0.025103;           0.0024806;           0.0099989;           0.0099989;           0.0099989;;;
822;            0.017676;            0.009976;           0.0010711;             0.98592;              0.8405;             0.89178;             0.77695;            0.016409;            0.022659;           0.0019052;           0.0099989;           0.0099989;           0.0099989;;;
823;            0.017659;           0.0092624;          0.00074463;             0.97248;             0.86135;             0.90446;             0.78342;            0.016149;            0.021842;           0.0015907;           0.0099988;           0.0099988;           0.0099988;;;
824;            0.018131;            0.010856;           0.0011472;             0.97897;             0.86834;             0.91001;             0.78964;            0.015841;            0.020821;           0.0015503;           0.0099988;           0.0099988;           0.0099988;;;
825;            0.018231;           0.0093175;          0.00098434;             0.96474;             0.83973;             0.87713;             0.77007;            0.015795;            0.024792;           0.0019979;           0.0099988;           0.0099988;           0.0099988;;;
826;            0.017425;            0.010427;           0.0011228;             0.96231;             0.83548;             0.86589;             0.75263;              0.0166;            0.027352;           0.0024141;           0.0099988;           0.0099988;           0.0099988;;;
827;            0.017892;            0.009692;           0.0012038;             0.98096;             0.83249;             0.86346;             0.76869;            0.016257;             0.02747;           0.0025735;           0.0099988;           0.0099988;           0.0099988;;;
828;            0.017597;           0.0094537;           0.0015962;             0.97648;             0.82918;             0.85401;             0.74006;            0.017012;            0.029284;           0.0028725;           0.0099988;           0.0099988;           0.0099988;;;
829;            0.016765;            0.010379;          0.00093104;             0.98181;             0.81743;              0.8531;             0.74807;            0.017612;            0.028856;           0.0030198;           0.0099988;           0.0099988;           0.0099988;;;
830;            0.016618;            0.009854;          0.00095687;             0.97822;             0.81654;             0.85068;             0.76016;            0.016741;            0.029412;            0.003192;           0.0099988;           0.0099988;           0.0099988;;;
831;            0.016268;           0.0089666;          0.00080502;             0.98293;             0.80937;             0.85724;             0.75855;            0.016792;            0.027993;           0.0028489;           0.0099988;           0.0099988;           0.0099988;;;
832;            0.017032;           0.0093938;           0.0011737;               0.988;             0.81604;             0.87106;             0.77794;            0.016238;            0.025322;            0.002082;           0.0099988;           0.0099988;           0.0099988;;;
833;            0.017049;           0.0095371;           0.0013893;             0.98348;             0.83255;             0.88093;             0.76653;            0.015637;            0.023523;           0.0018086;           0.0099988;           0.0099988;           0.0099988;;;
834;            0.018127;           0.0097325;           0.0010315;             0.97776;             0.82999;             0.86981;             0.75889;            0.016344;            0.025829;            0.003087;           0.0099988;           0.0099988;           0.0099988;;;
835;            0.018366;            0.010002;           0.0014069;             0.98556;             0.84097;             0.89196;             0.78617;             0.01556;            0.021969;           0.0018024;           0.0099988;           0.0099988;           0.0099988;;;
836;            0.017095;           0.0097032;           0.0009691;             0.96295;             0.89482;             0.92865;             0.81187;            0.015855;            0.017543;           0.0014603;           0.0099988;           0.0099988;           0.0099988;;;
837;            0.015813;           0.0098942;          0.00091661;             0.95058;             0.89761;             0.92547;             0.79652;            0.015731;            0.017989;           0.0014389;           0.0099988;           0.0099988;           0.0099988;;;
838;            0.016633;           0.0090475;           0.0014312;             0.96489;             0.87705;             0.91561;             0.76714;            0.017216;            0.020472;           0.0014776;           0.0099988;           0.0099988;           0.0099988;;;
839;            0.017647;             0.01026;           0.0011294;             0.97758;             0.85796;              0.8979;             0.77422;            0.016741;             0.02178;           0.0017779;           0.0099987;           0.0099987;           0.0099987;;;
840;            0.015978;            0.010131;           0.0013063;             0.98519;             0.84244;             0.88379;             0.78428;            0.015877;            0.022989;           0.0021191;           0.0099987;           0.0099987;           0.0099987;;;
841;            0.017597;            0.010199;           0.0015141;             0.98481;             0.83298;             0.86616;             0.75803;            0.016924;            0.025006;           0.0024976;           0.0099987;           0.0099987;           0.0099987;;;
842;            0.017549;           0.0093737;            0.001146;             0.98721;             0.82533;              0.8557;             0.75121;            0.018116;            0.026508;           0.0025214;           0.0099987;           0.0099987;           0.0099987;;;
843;            0.016966;           0.0091042;           0.0010601;             0.98571;              0.8199;             0.85966;             0.75062;             0.01838;            0.027094;           0.0023714;           0.0099987;           0.0099987;           0.0099987;;;
844;            0.016238;           0.0096946;            0.001181;             0.98783;             0.82936;             0.86332;             0.77158;            0.017486;            0.026941;           0.0023657;           0.0099987;           0.0099987;           0.0099987;;;
845;            0.016274;           0.0091677;            0.001011;              0.9856;              0.8309;             0.86598;             0.76516;            0.017158;             0.02559;           0.0021947;           0.0099987;           0.0099987;           0.0099987;;;
846;            0.017531;            0.010535;           0.0013908;             0.98963;             0.82518;              0.8647;             0.76131;            0.017118;            0.025542;           0.0023329;           0.0099987;           0.0099987;           0.0099987;;;
847;            0.016375;           0.0099615;           0.0010361;             0.98364;              0.8423;             0.87636;             0.77455;            0.016056;            0.023163;           0.0019878;           0.0099987;           0.0099987;           0.0099987;;;
848;            0.016535;           0.0096575;          0.00096984;             0.97506;             0.85283;              0.8888;             0.77898;            0.016092;            0.021592;           0.0019812;           0.0099987;           0.0099987;           0.0099987;;;
849;            0.016861;           0.0097774;          0.00086991;             0.98969;             0.83886;             0.88077;             0.77684;            0.016307;            0.022261;           0.0022318;           0.0099987;           0.0099987;           0.0099987;;;
850;            0.016917;           0.0093392;          0.00097544;             0.98966;             0.83565;             0.88125;             0.77889;            0.016561;            0.022331;           0.0022932;           0.0099987;           0.0099987;           0.0099987;;;
851;            0.017928;            0.010065;           0.0011004;             0.97926;              0.8414;             0.87945;             0.76762;            0.017399;            0.023079;           0.0024634;           0.0099987;           0.0099987;           0.0099987;;;
852;            0.018962;            0.010301;           0.0012503;             0.99259;             0.82409;             0.87497;             0.78335;            0.016734;             0.02335;           0.0024126;           0.0099987;           0.0099987;           0.0099987;;;
853;            0.016765;           0.0093738;          0.00088851;             0.97337;             0.84103;             0.87913;             0.78317;            0.015994;            0.023055;           0.0020926;           0.0099986;           0.0099986;           0.0099986;;;
854;            0.016725;           0.0086452;           0.0011239;             0.97201;              0.8461;               0.887;             0.78673;             0.01553;             0.02199;           0.0020933;           0.0099986;           0.0099986;           0.0099986;;;
855;            0.015999;            0.008713;          0.00092882;             0.96144;             0.85784;             0.88373;             0.76531;            0.016398;            0.022524;           0.0022708;           0.0099986;           0.0099986;           0.0099986;;;
856;            0.017671;            0.010097;           0.0010365;             0.96684;             0.85949;             0.88732;             0.78662;            0.016115;            0.021692;           0.0021193;           0.0099986;           0.0099986;           0.0099986;;;
857;            0.017831;           0.0098588;           0.0010678;             0.96399;              0.8544;             0.88385;             0.77406;            0.017002;            0.023139;           0.0023301;           0.0099986;           0.0099986;           0.0099986;;;
858;            0.017702;            0.010063;           0.0009061;             0.95391;             0.85704;             0.88526;             0.78256;            0.016313;            0.023432;           0.0023494;           0.0099986;           0.0099986;           0.0099986;;;
859;            0.016548;           0.0096631;           0.0012752;             0.98836;             0.82945;             0.87395;             0.76668;             0.01698;             0.02351;            0.002394;           0.0099986;           0.0099986;           0.0099986;;;
860;             0.01652;           0.0094494;            0.001026;              0.9767;             0.83046;             0.86629;             0.77392;            0.017082;            0.024553;           0.0025358;           0.0099986;           0.0099986;           0.0099986;;;
861;            0.017949;            0.010373;           0.0011278;             0.98146;             0.83143;             0.87796;             0.77738;            0.016331;            0.023758;           0.0023264;           0.0099986;           0.0099986;           0.0099986;;;
862;            0.016894;           0.0099871;           0.0014055;             0.97078;             0.84553;             0.88119;             0.78475;            0.016013;            0.023924;           0.0024685;           0.0099986;           0.0099986;           0.0099986;;;
863;            0.016244;           0.0092919;           0.0013495;             0.97112;             0.85366;             0.88868;             0.78828;             0.01535;            0.023085;           0.0023099;           0.0099986;           0.0099986;           0.0099986;;;
864;            0.017436;           0.0097774;           0.0011502;             0.98365;             0.83219;             0.87548;              0.7817;            0.016248;            0.024355;           0.0023454;           0.0099986;           0.0099986;           0.0099986;;;
865;            0.016654;           0.0099533;           0.0010489;             0.98482;             0.82388;             0.86047;             0.75785;            0.017364;            0.025139;           0.0025878;           0.0099986;           0.0099986;           0.0099986;;;
866;            0.015782;           0.0090159;          0.00094559;             0.98522;             0.82528;             0.86302;             0.76899;            0.017126;            0.025056;           0.0025296;           0.0099986;           0.0099986;           0.0099986;;;
867;            0.017237;           0.0098737;          0.00085978;             0.98271;             0.82533;             0.86331;             0.74791;            0.018279;            0.026116;           0.0025493;           0.0099986;           0.0099986;           0.0099986;;;
868;            0.018687;            0.010008;           0.0012113;              0.9834;             0.82759;             0.86722;             0.77466;            0.017014;            0.024991;           0.0025862;           0.0099985;           0.0099985;           0.0099985;;;
869;            0.017196;           0.0089311;           0.0012102;              0.9797;             0.82921;             0.86242;             0.76389;            0.017422;            0.025514;           0.0028208;           0.0099985;           0.0099985;           0.0099985;;;
870;            0.016384;           0.0097632;           0.0012367;             0.97626;             0.84274;             0.88002;             0.77479;            0.016694;             0.02403;           0.0024726;           0.0099985;           0.0099985;           0.0099985;;;
871;            0.016222;            0.010021;           0.0014035;             0.95769;             0.85404;             0.88563;             0.77902;            0.016068;            0.024792;           0.0025626;           0.0099985;           0.0099985;           0.0099985;;;
872;            0.016829;           0.0091405;           0.0011264;             0.97268;             0.84399;             0.89476;             0.77193;             0.01619;            0.023046;           0.0025384;           0.0099985;           0.0099985;           0.0099985;;;
873;            0.016208;           0.0092095;           0.0013023;             0.97472;             0.84075;             0.88389;             0.76501;            0.016813;            0.024398;            0.002689;           0.0099985;           0.0099985;           0.0099985;;;
874;            0.016551;            0.010141;           0.0010187;             0.97424;             0.83552;             0.87741;              0.7692;            0.016278;            0.025562;           0.0028699;           0.0099985;           0.0099985;           0.0099985;;;
875;             0.01681;           0.0098711;           0.0011296;              0.9733;             0.83701;             0.87739;             0.76683;            0.016286;            0.025827;            0.002931;           0.0099985;           0.0099985;           0.0099985;;;
876;            0.016278;            0.009155;           0.0010096;              0.9616;             0.85869;             0.89176;             0.77399;              0.0161;            0.024185;           0.0028974;           0.0099985;           0.0099985;           0.0099985;;;
877;            0.016785;           0.0095418;          0.00091819;             0.98193;             0.84954;             0.89871;             0.76997;            0.016954;            0.022417;           0.0026764;           0.0099985;           0.0099985;           0.0099985;;;
878;            0.017326;            0.010299;          0.00097688;             0.96494;             0.86435;             0.89999;             0.77742;            0.016429;            0.021678;           0.0023146;           0.0099985;           0.0099985;           0.0099985;;;
879;            0.017268;            0.009084;          0.00089679;             0.98093;             0.83561;             0.88514;             0.77707;            0.016447;            0.022767;           0.0023241;           0.0099985;           0.0099985;           0.0099985;;;
880;            0.017147;            0.010087;           0.0008573;             0.97351;             0.84417;              0.8911;             0.77296;            0.016517;            0.023554;           0.0021356;           0.0099985;           0.0099985;           0.0099985;;;
